Nom commune,LivingArea,Price,Refnis code,€/m2
Sombreffe,5899.0,9375900,38016.0,1589.4049838955755
Somme-Leuze,6808.0,11826500,38016.0,1737.147473560517
Soumagne,12585.0,27484999,38016.0,2183.949066348828
Spa,24063.0,66269775,38016.0,2754.0113452188007
Sprimont,14999.0,28065491,38016.0,1871.1574771651444
Stabroek,13215.0,32887404,38016.0,2488.6419977298524
Staden,8553.0,24399914,38016.0,2852.790132117386
Stavelot,8682.0,17929400,38016.0,2065.123243492283
Steenokkerzeel,9521.0,26078866,38016.0,2739.0889612435667
Stekene,28947.0,70300489,38016.0,2428.593256641448
Stoumont,2364.0,5018500,38016.0,2122.884940778342
Tamise,35094.0,88042705,38016.0,2508.768023023879
Tellin,2315.0,3571000,38016.0,1542.548596112311
Tenneville,2885.0,6033900,38016.0,2091.473136915078
Termonde,59332.0,145200002,38016.0,2447.2460392368366
Ternat,17075.0,42928812,38016.0,2514.1324743777454
Tervuren,26012.0,105473002,38016.0,4054.78248500692
Tessenderlo,17295.0,46014911,38016.0,2660.5904018502456
Theux,10297.0,22069400,38016.0,2143.2844517820727
Thimister-Clermont,6629.0,15117923,38016.0,2280.5736913561623
Thuin,19137.0,32617591,38016.0,1704.4255107906151
Tielt,21261.0,78505525,38016.0,3692.4662527632754
Tielt-Winge,13564.0,38060866,38016.0,2806.020790327337
Tinlot,3916.0,7866000,38016.0,2008.682328907048
Tintigny,2626.0,6867979,38016.0,2615.376618431074
Tirlemont,42545.0,93354475,38016.0,2194.2525561170523
Tongres,24056.0,59190867,38016.0,2460.544853674759
Torhout,17313.0,57874442,38016.0,3342.8315138912953
Tournai,131556.0,305978922,38016.0,2325.845434643802
Tremelo,19102.0,53823233,44021.0,2817.6752696052768
Trois-Ponts,1170.0,4953000,46003.0,4233.333333333333
Trooz,14052.0,26456654,24062.0,1882.7678622260175
Tubize,39447.0,92542286,24062.0,2345.9904682231854
Turnhout,107894.0,257578911,24062.0,2387.333039835394
Uccle,217313.0,1025813497,24062.0,4720.442389548715
Vaux-sur-Sûre,7460.0,15798534,24062.0,2117.7659517426273
Verlaine,4701.0,11831483,24062.0,2516.801318868326
Verviers,83059.0,133348033,24062.0,1605.4615755065677
Vielsalm,13988.0,28247179,31005.0,2019.3865456105234
Villers-Le-Bouillet,3400.0,5521000,44021.0,1623.8235294117646
Villers-la-Ville,16997.0,41899798,24135.0,2465.129022768724
Vilvorde,40541.0,118895406,24135.0,2932.720110505414
Viroinval,5045.0,6730900,24135.0,1334.1724479682855
Virton,18323.0,28840000,24135.0,1573.9780603612946
Visé,30462.0,67951828,24135.0,2230.708029676318
Vleteren,2669.0,5460023,24135.0,2045.7186212064444
Vorselaar,7676.0,20046233,24135.0,2611.546769150599
Vosselaar,25022.0,65541774,24135.0,2619.365917992167
Vresse-sur-Semois,4811.0,8709000,23032.0,1810.2265641238828
Waasmunster,13364.0,41423123,24135.0,3099.6051331936546
Wachtebeke,12847.0,38510601,24135.0,2997.6337666381255
Waimes,10416.0,24762400,24135.0,2377.3425499231953
Walcourt,15926.0,29133097,24135.0,1829.2789777721964
Walhain,7974.0,19262000,31043.0,2415.600702282418
Wanze,9083.0,20638400,37018.0,2272.2008147087968
Waregem,73233.0,194524345,11007.0,2656.238922343752
Waremme,25005.0,51752349,24033.0,2069.680023995201
Wasseiges,2159.0,5311562,24033.0,2460.19546086151
Waterloo,53289.0,193565433,24033.0,3632.3712773743173
Watermael-Boitsfort,19746.0,74109000,24033.0,3753.114554846551
Wavre,48782.0,155572600,24033.0,3189.139436677463
Welkenraedt,9436.0,27566379,44083.0,2921.4051504874947
Wellen,5369.0,12127900,45035.0,2258.875023281803
Wellin,6168.0,12059502,13008.0,1955.1721789883268
Wemmel,19694.0,65083557,31043.0,3304.7403777800346
Wervik,5770.0,13138787,71053.0,2277.086135181976
Westerlo,21258.0,50321668,73022.0,2367.1873177156835
Wetteren,27812.0,75566683,11054.0,2717.053178484108
Wevelgem,35739.0,80276207,11054.0,2246.1794398276393
Wezembeek-Oppem,14523.0,53746128,11054.0,3700.7593472423055
Wichelen,16744.0,37907568,11054.0,2263.9493549928334
Wielsbeke,25736.0,75153498,21004.0,2920.170111905502
Wijnegem,9277.0,34523280,,3721.3840681254715
Willebroek,47851.0,131785866,53082.0,2754.088023238804
Wingene,15149.0,51212870,25050.0,3380.6106013598255
Woluwe-Saint-Lambert,72999.0,314201100,31033.0,4304.183618953684
Woluwe-Saint-Pierre,70807.0,307709000,63072.0,4345.7426525626
Wommelgem,13759.0,39675522,21006.0,2883.605058507159
Wortegem-Petegem,6567.0,19245657,21006.0,2930.661946094107
Wuustwezel,13715.0,44511231,11054.0,3245.441560335399
Ypres,23710.0,64176774,11054.0,2706.738675664277
Yvoir,9243.0,19905167,11054.0,2153.5396516282594
Zandhoven,29902.0,100180637,11054.0,3350.2988763293424
Zaventem,34827.0,122102286,11054.0,3505.9662330950123
Zedelgem,27705.0,77949047,11054.0,2813.537159357517
Zele,18978.0,46239565,11054.0,2436.482506059648
Zelzate,13298.0,36957129,11054.0,2779.149420965559
Zemst,11076.0,32460700,11054.0,2930.7240881184543
Zoersel,30623.0,90205996,11054.0,2945.694282075564
Zonhoven,13939.0,30733128,11054.0,2204.830188679245
Zonnebeke,8916.0,24554406,11054.0,2753.971063257066
Zottegem,42863.0,113074241,21004.0,2638.0384247486177
Zuienkerke,2912.0,7830000,,2688.8736263736264
Zulte,16244.0,47624339,11054.0,2931.81106870229
Zutendaal,3975.0,8025200,11054.0,2018.9182389937107
Zwalin,11066.0,30791343,11054.0,2782.5178926441354
Zwevegem,40869.0,118232887,21001.0,2892.9723506814457
Zwijndrecht,22862.0,55422884,31004.0,2424.2360248447203
